Loan_ID,Gender,Married,Dependents,Education,Employment_Type,Job_Domain,Business_Domain,Years_of_Experience,ApplicantIncome,CoapplicantIncome,Total_Monthly_Income,LoanAmount,Loan_Amount_Term,Interest_Rate,EMI,DTI,Credit_History,Property_Area,Loan_Status
LN100183,Female,Yes,2,Graduate,Salaried,Government,,3.9,69301.0,0.0,69301,757318.0,360,7.367346953093257,5226.66,0.075,1,Urban,1
LN101125,Male,No,3+,Graduate,Salaried,Education,,9.2,99258.0,0.0,99258,843980.0,84,,14473.34,0.146,0,Urban,1
LN100741,Male,Yes,1,Graduate,Salaried,Retail,,2.7,105366.0,0.0,105366,773189.0,84,8.699539815351171,12322.32,0.117,0,Semiurban,0
LN100227,Male,Yes,0,Not Graduate,Salaried,IT,,11.3,191097.0,0.0,191097,575145.0,84,8.319872301211698,9056.27,0.047,1,Semiurban,1
LN101187,Male,No,0,Graduate,Salaried,Healthcare,,3.8,43870.0,0.0,43870,407932.0,120,11.433907090267466,5719.92,0.13,1,Urban,1
LN100933,Male,No,0,Graduate,Salaried,Banking,,0.2,18496.0,0.0,18496,603770.0,240,9.373367312618775,5578.1,0.302,0,Urban,0
LN100832,Male,Yes,2,Graduate,Self-Employed,,Trading,0.5,34861.0,0.0,34861,319500.0,120,8.725873795425542,4000.04,0.115,0,Semiurban,0
LN100590,Male,Yes,0,Graduate,Salaried,Retail,,4.8,,0.0,78446,264870.0,360,10.195194157147062,2362.72,0.03,0,Urban,0
LN100066,Male,No,0,Graduate,Salaried,IT,,4.7,109885.0,0.0,109885,698116.0,120,11.758412439412101,9918.68,0.09,1,Urban,1
LN100889,Male,Yes,0,Graduate,Salaried,Manufacturing,,4.0,16605.0,0.0,16605,183418.0,84,9.290338879959217,2978.12,0.179,0,Urban,0
LN100089,Male,Yes,0,Not Graduate,Salaried,Banking,,2.9,64508.0,13150.0,77658,545866.0,240,11.303546913296259,5747.56,0.074,1,Semiurban,1
LN100211,Male,No,1,,Salaried,Consulting,,1.0,23496.0,0.0,23496,50000.0,84,12.058418370169862,884.2,0.038,0,Urban,0
LN100872,Male,Yes,1,Graduate,Salaried,Consulting,,0.2,37204.0,0.0,37204,556806.0,240,10.419732393916416,5529.05,0.149,1,Semiurban,1
LN100668,Male,Yes,1,Graduate,Self-Employed,,Trading,2.4,126889.0,0.0,126889,715735.0,60,12.56132333398264,16124.89,0.127,0,Urban,0
LN100536,Female,Yes,2,Graduate,Salaried,IT,,4.0,58524.0,0.0,58524,375579.0,120,7.683100409641565,4494.16,0.077,0,Rural,0
LN100610,Male,Yes,0,Graduate,Salaried,Education,,3.0,98677.0,0.0,98677,266068.0,60,10.570504975473824,5728.14,0.058,0,Semiurban,1
LN100730,Male,Yes,1,Graduate,Salaried,Retail,,4.3,55734.0,0.0,55734,686687.0,240,11.363931095040542,7258.76,0.13,0,Urban,0
LN100990,Female,Yes,3+,Graduate,Salaried,Manufacturing,,16.5,109734.0,13542.0,123276,390518.0,360,8.417468866934223,2979.93,0.024,1,Semiurban,1
LN101240,Female,Yes,1,Graduate,Salaried,Manufacturing,,3.0,88381.0,31938.0,120319,1222864.0,60,8.715872691998634,25216.35,0.21,0,Urban,1
LN100867,Male,Yes,1,Graduate,Salaried,Banking,,9.7,81787.0,5121.0,86908,1543845.0,60,9.104519453431703,32126.05,0.37,1,Urban,1
LN100778,Male,No,0,Graduate,Salaried,IT,,13.4,66867.0,0.0,66867,337868.0,180,8.422678662489758,3311.82,0.05,1,Urban,0
LN101189,Male,Yes,3+,Graduate,Salaried,Consulting,,0.9,67431.0,52969.0,120400,590642.0,84,10.08318000273655,9830.76,0.082,1,Urban,1
LN101256,Male,Yes,0,Graduate,Salaried,Manufacturing,,0.6,90389.0,24336.0,114725,1070404.0,120,10.45268789597931,14415.15,0.126,1,Urban,1
LN100886,Male,No,0,Not Graduate,Self-Employed,,Manufacturing,2.0,62673.0,3609.0,66282,905561.0,180,8.31564826588475,8819.83,0.133,0,Semiurban,0
LN101288,Male,Yes,1,Not Graduate,Salaried,IT,,15.7,55040.0,0.0,55040,822159.0,360,8.710842719807033,6444.95,0.117,0,Semiurban,1
LN100846,Male,Yes,2,Graduate,Salaried,Banking,,3.2,108895.0,11433.0,120328,69887.0,60,10.959606260048343,1518.11,0.013,1,Semiurban,1
LN100273,Female,No,0,Graduate,Salaried,IT,,5.2,39969.0,12792.0,52761,1251727.0,180,11.49100418255327,14615.39,0.277,1,Urban,1
LN100904,Male,No,3+,Graduate,Salaried,Education,,9.0,100648.0,29215.0,129863,962733.0,120,7.929470596880222,11644.76,0.09,1,Semiurban,1
LN100362,Male,No,0,Graduate,Salaried,Education,,1.3,60856.0,13259.0,74115,869102.0,60,11.221803189542985,18992.66,0.256,0,Urban,0
LN100002,Male,Yes,2,,Salaried,Government,,2.4,12988.0,0.0,12988,1034592.0,84,7.0,15614.77,1.202,1,Semiurban,0
LN100006,Male,No,0,Graduate,Self-Employed,,IT Services,23.9,84580.0,0.0,84580,1355050.0,120,10.329637125910216,18155.35,0.215,1,Urban,1
LN100311,Male,Yes,0,Graduate,Self-Employed,,Construction,0.7,51442.0,0.0,51442,556322.0,180,9.98669360156564,5973.74,0.116,1,Urban,1
LN100566,Male,Yes,3+,Graduate,Salaried,Healthcare,,12.3,23457.0,0.0,23457,595053.0,84,11.284689719723179,10278.05,0.438,0,Semiurban,1
LN100796,Female,Yes,2,Graduate,Salaried,Banking,,1.6,32847.0,0.0,32847,575289.0,84,10.245807102604683,9623.7,0.293,1,Semiurban,1
LN100214,Male,Yes,1,Graduate,Salaried,IT,,5.8,45728.0,0.0,45728,215143.0,180,8.477625143801374,2115.78,0.046,1,Rural,1
LN100215,Male,Yes,2,Graduate,Salaried,Healthcare,,2.0,8320.0,6908.0,15228,600089.0,360,9.101045817064412,4872.15,0.32,1,Urban,1
LN100585,Male,Yes,1,Graduate,Self-Employed,,Manufacturing,6.9,9104.0,1089.0,10193,308483.0,240,10.04284864416638,2985.69,0.293,0,Urban,0
LN100027,Male,No,1,Graduate,Self-Employed,,Services,7.3,33133.0,0.0,33133,489807.0,180,12.078362850912221,5903.22,0.178,0,Rural,1
LN100976,Male,No,0,Graduate,Salaried,Banking,,1.8,8288.0,0.0,8288,312606.0,60,12.050120105041596,6961.67,0.84,1,Rural,0
LN101139,Male,Yes,1,Not Graduate,Salaried,Banking,,3.6,59770.0,0.0,59770,116678.0,120,10.511296898872333,1575.13,0.026,1,Rural,1
LN100578,Male,Yes,2,Graduate,Self-Employed,,Services,1.8,25262.0,22860.0,48122,,120,10.250451435001246,15592.64,0.324,0,Semiurban,0
LN100643,Male,No,1,Graduate,Salaried,Healthcare,,2.8,98304.0,0.0,98304,863939.0,180,11.689357282654576,10196.69,0.104,1,Semiurban,1
LN100415,Male,No,0,Graduate,Self-Employed,,Services,5.6,50379.0,0.0,50379,1446404.0,60,9.055938683190316,30064.25,0.597,1,Semiurban,1
LN100720,Female,No,1,Not Graduate,Salaried,Manufacturing,,0.8,43210.0,0.0,43210,530222.0,180,9.159470265910235,5428.28,0.126,1,Urban,1
LN100256,Female,Yes,0,Graduate,Salaried,Healthcare,,0.5,58298.0,0.0,58298,80908.0,360,11.241486264602798,785.31,0.013,0,Urban,0
LN100025,Female,Yes,3+,Graduate,,Retail,,3.9,31418.0,0.0,31418,839633.0,60,9.315256585743857,17558.15,0.559,0,Semiurban,0
LN100336,Female,Yes,2,Graduate,Salaried,Government,,2.7,77526.0,0.0,77526,467288.0,60,11.541329070512736,10286.58,0.133,1,Rural,1
LN100572,Male,Yes,0,Graduate,Salaried,Consulting,,6.7,47954.0,43876.0,91830,315472.0,84,8.494801861301063,4995.14,0.054,1,Rural,0
LN100047,Male,Yes,1,Graduate,Self-Employed,,Agriculture,6.3,104562.0,0.0,104562,212748.0,120,7.5665190800593525,2532.75,0.024,0,Urban,0
LN100106,Male,No,0,Graduate,Salaried,Banking,,1.8,50803.0,26798.0,77601,1079347.0,120,10.074387741492378,14308.15,0.184,0,Semiurban,0
LN100349,Male,No,3+,Not Graduate,Salaried,Banking,,0.3,72393.0,0.0,72393,690516.0,180,11.24860080788584,7956.51,0.11,1,Semiurban,1
LN100055,Female,No,0,Not Graduate,Salaried,Healthcare,,17.9,102929.0,4456.0,107385,50000.0,360,10.74030594130565,466.38,0.004,1,Rural,1
LN101006,Male,Yes,2,Not Graduate,Salaried,Banking,,1.3,74376.0,10831.0,85207,310866.0,60,10.663453234203011,6706.92,0.079,0,Semiurban,0
LN100213,Male,Yes,0,Graduate,Salaried,Healthcare,,4.1,30290.0,28638.0,58928,147572.0,120,8.380789120638182,1820.29,0.031,1,Urban,1
LN100120,Female,Yes,3+,,Salaried,IT,,6.4,79561.0,37355.0,116916,1108971.0,120,11.789863412712148,15776.09,0.135,1,Semiurban,1
LN100885,Male,No,1,Graduate,Salaried,Education,,2.5,105411.0,0.0,105411,420139.0,180,9.759270669507156,4453.16,0.042,1,Urban,1
LN100629,Male,Yes,0,Graduate,Salaried,Retail,,1.5,21271.0,0.0,21271,165315.0,240,10.145346814051472,1611.28,0.076,1,Urban,1
LN100072,Male,No,2,Graduate,Salaried,Government,,0.6,75243.0,0.0,75243,52214.0,120,8.974928445219806,660.72,0.009,1,Urban,1
LN100666,Male,Yes,0,Graduate,Salaried,Consulting,,4.7,151290.0,0.0,151290,300763.0,180,9.007097230123858,3051.81,0.02,0,Urban,0
LN100614,Female,Yes,0,Graduate,Salaried,Banking,,14.5,61303.0,0.0,61303,570162.0,240,7.0,4420.46,0.072,0,Urban,1
LN100045,Male,Yes,0,Graduate,Salaried,Government,,4.7,45166.0,0.0,45166,50000.0,60,9.514028723949135,1050.44,0.023,0,Semiurban,0
LN101166,Female,Yes,1,Graduate,Salaried,IT,,14.1,56652.0,0.0,56652,369063.0,180,11.227470604479944,4247.63,0.075,1,Semiurban,1
LN100523,Female,No,0,Graduate,Salaried,IT,,4.5,123876.0,0.0,123876,1282144.0,360,10.646109900972776,11868.56,0.096,1,Urban,1
LN100737,Female,Yes,2,Graduate,Salaried,Government,,7.9,77841.0,3058.0,80899,996226.0,120,11.487780550761787,13999.52,0.173,1,Urban,1
LN101035,Male,Yes,0,Graduate,Self-Employed,,Construction,1.5,77786.0,29347.0,107133,736839.0,180,11.7235220440786,8712.67,0.081,1,Semiurban,1
LN100677,Male,Yes,0,Graduate,Salaried,Healthcare,,3.4,66598.0,0.0,66598,797278.0,240,7.746602121489579,6543.57,0.098,1,Semiurban,1
LN100533,Male,No,1,Not Graduate,Salaried,Manufacturing,,2.2,48931.0,16176.0,65107,361877.0,60,11.176427129895627,7899.96,0.121,1,Semiurban,1
LN100465,Male,Yes,0,Graduate,Self-Employed,,Retail,0.2,89652.0,0.0,89652,773380.0,60,9.287014873476716,16162.04,0.18,1,Semiurban,1
LN100873,Male,No,1,Graduate,Salaried,Banking,,6.1,8976.0,,8976,554807.0,240,10.397932517175713,5501.1,0.613,1,Urban,1
LN101289,Male,No,0,Graduate,Salaried,Government,,2.0,8638.0,0.0,8638,1033304.0,60,12.125251123208205,23050.73,2.669,0,Rural,0
LN101163,Male,Yes,0,Graduate,Salaried,Manufacturing,,2.8,45800.0,32545.0,78345,447291.0,84,11.64735370528514,7811.8,0.1,1,Rural,1
LN100060,Male,No,0,Graduate,Salaried,Consulting,,0.0,35025.0,15797.0,50822,799928.0,120,11.03132607938874,11033.2,0.217,1,Urban,1
LN100092,Male,Yes,0,Graduate,Salaried,Government,,5.5,67025.0,0.0,67025,1324622.0,84,10.239089796664333,22154.28,0.331,1,Urban,1
LN100939,Male,Yes,0,Graduate,Self-Employed,,Trading,7.4,28155.0,,28155,672584.0,360,10.255601491093016,6029.83,0.214,1,Semiurban,1
LN100194,Male,Yes,0,Graduate,Salaried,Consulting,,3.3,33531.0,0.0,33531,196757.0,60,,4194.51,0.125,0,Urban,0
LN100280,Female,Yes,0,Graduate,Self-Employed,,Trading,3.8,8608.0,0.0,8608,525425.0,240,12.220274615322797,5866.27,0.681,1,Urban,1
LN100359,Male,Yes,2,Graduate,Salaried,IT,,1.5,52508.0,23790.0,76298,1181815.0,180,9.892440480572548,12622.19,0.165,0,Urban,0
LN100519,Male,Yes,0,Graduate,Salaried,Banking,,9.1,26085.0,1838.0,27923,464364.0,60,11.634069754231911,10243.86,0.367,1,Semiurban,1
LN100121,Female,Yes,2,Graduate,Salaried,IT,,0.4,37662.0,0.0,37662,686962.0,180,9.578181306567567,7205.87,0.191,1,Urban,1
LN100820,Female,No,2,Graduate,Salaried,Retail,,5.3,44090.0,0.0,44090,776197.0,240,10.093647554991165,7538.69,0.171,0,Urban,1
LN100182,Female,Yes,3+,Graduate,Salaried,Retail,,3.4,56348.0,5680.0,62028,1360259.0,360,8.559470421786829,10516.6,0.17,1,Urban,1
LN100110,Male,Yes,2,Graduate,Salaried,IT,,4.2,18528.0,0.0,18528,648316.0,84,7.814051068624252,10044.84,0.542,0,Urban,0
LN100924,Male,Yes,0,Graduate,Self-Employed,,Trading,3.8,66594.0,5644.0,72238,230771.0,84,8.374605182991193,3640.07,0.05,1,Urban,1
LN100777,Male,Yes,0,Not Graduate,Salaried,Education,,6.5,151155.0,15450.0,166605,629287.0,180,11.760763030550054,7455.92,0.045,1,Rural,1
LN100204,Male,Yes,1,Graduate,Salaried,Consulting,,0.6,34613.0,0.0,34613,1216528.0,84,10.244883439438247,20350.07,0.588,1,Urban,1
LN100861,Male,Yes,0,Not Graduate,Salaried,Healthcare,,5.1,28956.0,13382.0,42338,532268.0,84,10.528634371576471,8982.34,0.212,1,Urban,1
LN100052,Female,Yes,0,Not Graduate,Salaried,Government,,0.7,82591.0,15679.0,98270,912470.0,180,7.622130983905214,8522.16,0.087,1,Semiurban,1
LN100545,Male,Yes,0,Not Graduate,Salaried,Education,,15.4,110709.0,11114.0,121823,150319.0,120,7.438985569525601,1779.53,0.015,1,Rural,1
LN100843,Female,Yes,3+,Not Graduate,Salaried,Education,,1.3,27426.0,3331.0,30757,526839.0,240,11.9763112285261,5792.25,0.188,0,Urban,0
LN100759,Female,Yes,1,Graduate,Self-Employed,,Retail,0.9,82330.0,0.0,82330,302008.0,180,11.839156878001102,3593.41,0.044,1,Semiurban,1
LN101261,Female,No,1,Graduate,Salaried,Healthcare,,4.4,74006.0,0.0,74006,50000.0,120,12.958787159570358,745.34,0.01,1,Semiurban,1
LN101228,Female,Yes,2,Graduate,Salaried,Healthcare,,9.8,16952.0,0.0,16952,272113.0,84,8.633079914645561,4327.55,0.255,1,Urban,1
LN100183,Female,Yes,2,Graduate,Salaried,Government,,3.9,69301.0,0.0,69301,757318.0,360,7.367346953093257,5226.66,0.075,1,Urban,1
LN100137,Male,No,1,Graduate,Salaried,Retail,,1.8,23612.0,21286.0,44898,580856.0,120,9.596438362167877,7546.84,0.168,1,Semiurban,1
LN100901,Male,Yes,2,Graduate,Salaried,Healthcare,,2.7,8432.0,0.0,8432,1310917.0,180,9.44083630830287,13642.16,1.618,1,Urban,1
LN100080,Female,Yes,0,Graduate,Self-Employed,,Trading,9.6,23792.0,0.0,23792,984245.0,180,8.487980165243982,9685.32,0.407,0,Urban,0
LN101120,Female,Yes,0,Graduate,Salaried,Consulting,,17.4,75221.0,0.0,75221,586171.0,84,8.902211185212904,9401.89,0.125,1,Urban,1
LN100105,Male,Yes,2,Graduate,Salaried,Education,,10.4,37596.0,30263.0,67859,568564.0,120,9.54155191782148,7370.02,0.109,1,Urban,1
LN100541,Male,Yes,3+,Graduate,Salaried,Retail,,2.3,57220.0,30222.0,87442,326001.0,84,10.94785050873672,5573.0,0.064,0,Rural,0
LN100893,Male,Yes,3+,Graduate,Salaried,Healthcare,,0.9,50426.0,0.0,50426,50000.0,60,7.727327595625779,1007.31,0.02,1,Rural,1
LN100480,Male,Yes,2,Graduate,Salaried,Retail,,0.4,59765.0,0.0,59765,,84,10.166254568038333,834.36,0.014,1,Semiurban,1
LN100165,Female,Yes,3+,Graduate,Self-Employed,,Retail,1.3,37887.0,0.0,37887,204139.0,84,7.0,3081.0,0.081,1,Urban,1
LN100248,Female,Yes,1,Graduate,Salaried,Healthcare,,0.4,29638.0,0.0,29638,493073.0,120,10.29605890815949,6597.1,0.223,0,Semiurban,0
LN100307,Male,No,0,Graduate,Salaried,Banking,,0.1,48549.0,0.0,48549,125631.0,120,7.0,1458.68,0.03,1,Semiurban,1
LN101000,Male,No,0,Graduate,Salaried,Manufacturing,,8.5,89850.0,0.0,89850,278510.0,84,10.897892637166589,4753.83,0.053,1,Rural,1
LN100638,Male,Yes,1,Graduate,Salaried,IT,,1.5,37387.0,,37387,699138.0,180,10.918939566005669,7910.83,0.212,1,Urban,1
LN100334,Male,No,2,Graduate,Salaried,Banking,,4.1,53933.0,34928.0,88861,1085977.0,120,9.071516795728476,13798.77,0.155,0,Semiurban,0
LN100097,Male,Yes,0,Graduate,Salaried,Retail,,2.4,46253.0,33374.0,79627,456285.0,60,8.587699119598385,9380.68,0.118,1,Urban,1
LN100650,Male,Yes,1,Not Graduate,Salaried,Banking,,2.2,17186.0,0.0,17186,342028.0,120,12.01199510432452,4909.48,0.286,0,Rural,0
LN101134,Male,No,0,Graduate,Salaried,Education,,0.2,54546.0,0.0,54546,,120,12.524332583421748,7216.44,0.132,0,Rural,0
LN100102,Male,Yes,0,Graduate,Self-Employed,,Services,5.1,125701.0,0.0,125701,491307.0,180,11.031645772842653,5593.95,0.045,0,Urban,1
LN101039,Male,Yes,0,Graduate,Self-Employed,,Trading,0.9,81273.0,12057.0,93330,210218.0,240,10.869366770670771,2151.19,0.023,0,Rural,0
LN100917,Female,Yes,0,Graduate,Self-Employed,,Trading,6.5,79119.0,27550.0,106669,831006.0,180,9.44946637205256,8652.25,0.081,1,Urban,1
LN101232,Male,Yes,2,Graduate,Self-Employed,,Construction,4.4,97824.0,0.0,97824,838432.0,84,9.773051440345439,13820.84,0.141,0,Urban,0
LN100745,Female,No,2,Graduate,Salaried,Government,,1.4,87790.0,4017.0,91807,146783.0,60,7.0,2906.48,0.032,1,Rural,1
LN101249,Male,Yes,0,Graduate,Salaried,Banking,,0.8,67326.0,0.0,67326,1118502.0,240,10.289198188759404,11008.97,0.164,1,Urban,1
LN100302,Male,Yes,0,Graduate,Salaried,IT,,10.2,39305.0,0.0,39305,715260.0,120,10.667287330897484,9718.48,0.247,1,Semiurban,1
LN101165,Female,Yes,0,Graduate,Salaried,Banking,,3.1,16469.0,15974.0,32443,775002.0,60,9.203411244431987,16164.38,0.498,1,Semiurban,1
LN101131,Male,No,3+,Graduate,Salaried,Retail,,1.5,88381.0,0.0,88381,363911.0,120,10.135062375800437,4836.37,0.055,1,Urban,1
LN100388,Male,Yes,2,Graduate,Self-Employed,,Agriculture,3.8,87695.0,0.0,87695,50000.0,120,11.61763929170942,706.35,0.008,0,Urban,0
LN100235,Male,Yes,3+,Graduate,Salaried,IT,,1.2,8192.0,0.0,8192,389407.0,60,10.334530454443245,8337.99,1.018,0,Urban,0
LN101150,Male,Yes,3+,Graduate,Salaried,Healthcare,,0.7,54276.0,0.0,54276,444597.0,360,9.7941824454337,3834.21,0.071,0,Semiurban,0
LN100930,Male,No,0,Graduate,Salaried,Manufacturing,,8.5,109287.0,7987.0,117274,1685926.0,120,9.212996829151953,21551.42,0.184,0,Semiurban,1
LN100305,Female,Yes,0,Graduate,Salaried,Retail,,3.4,79877.0,28162.0,108039,333981.0,60,10.559683595636514,7188.43,0.067,1,Semiurban,1
LN101011,Female,No,0,Graduate,Salaried,IT,,0.8,28168.0,8619.0,36787,148133.0,240,9.962896868796399,1425.88,0.039,1,Rural,1
LN101119,Male,Yes,0,Not Graduate,Salaried,Education,,3.6,137435.0,0.0,137435,343107.0,84,8.513208673563168,5435.89,0.04,0,Semiurban,0
LN100249,Female,Yes,0,Graduate,Salaried,Consulting,,6.3,95598.0,8838.0,104436,779365.0,180,,8456.64,0.081,1,Urban,1
LN100993,Male,Yes,1,Graduate,Self-Employed,,Construction,3.3,8528.0,0.0,8528,1379585.0,120,10.204186951113766,18387.66,2.156,0,Semiurban,0
LN100987,Male,Yes,2,Graduate,Salaried,Government,,2.4,40311.0,0.0,40311,461300.0,60,7.967370901337491,9346.3,0.232,1,Rural,1
LN100071,Male,Yes,0,Graduate,Salaried,Healthcare,,11.8,80698.0,0.0,80698,815284.0,60,10.046274239135409,17340.94,0.215,1,Urban,1
LN100094,Male,Yes,3+,Graduate,Self-Employed,,Retail,8.2,130281.0,0.0,130281,50000.0,360,9.829627197653817,432.5,0.003,1,Semiurban,1
LN100718,Male,Yes,2,Graduate,Salaried,Manufacturing,,1.9,42162.0,23456.0,65618,976647.0,360,7.0,6497.66,0.099,1,Rural,1
LN100033,Female,No,0,Graduate,Salaried,Government,,0.6,84825.0,9846.0,94671,1026169.0,84,12.42217488137099,18347.18,0.194,1,Rural,1
LN101008,Male,Yes,3+,Graduate,Salaried,Retail,,0.2,60269.0,32366.0,92635,202852.0,60,8.877985770099198,4198.87,0.045,1,Rural,1
LN100448,Male,No,0,Graduate,Salaried,Manufacturing,,17.7,121077.0,0.0,121077,1271271.0,120,10.422901454807743,17099.06,0.141,1,Urban,1
LN100445,Female,Yes,2,Graduate,Salaried,Manufacturing,,3.0,64249.0,0.0,64249,657371.0,360,10.796627696463926,6159.49,0.096,1,Rural,1
LN100802,Male,Yes,3+,Graduate,Self-Employed,,Agriculture,0.9,41033.0,16617.0,57650,824629.0,120,11.537160700997516,11611.45,0.201,1,Urban,1
LN100765,Male,No,1,Graduate,Self-Employed,,Agriculture,0.6,8096.0,0.0,8096,350954.0,240,12.516526136349714,3991.42,0.493,1,Semiurban,1
LN100887,Male,No,0,Not Graduate,Salaried,Consulting,,1.3,110312.0,23372.0,133684,443842.0,180,12.501696899506772,5470.94,0.041,0,Urban,0
LN100077,Male,Yes,0,Graduate,Salaried,Retail,,9.9,45771.0,0.0,45771,373860.0,120,9.214235244529908,4779.36,0.104,0,Urban,1
LN100084,Male,Yes,0,Graduate,Salaried,Healthcare,,1.9,36136.0,0.0,36136,1539643.0,120,9.067608932243974,19559.93,0.541,1,Urban,1
LN100707,Female,No,0,Graduate,Self-Employed,,IT Services,2.4,54229.0,0.0,54229,902073.0,84,10.652572557460667,15281.39,0.282,1,Urban,1
LN100082,Male,No,0,Graduate,Salaried,Manufacturing,,1.5,22001.0,0.0,22001,531275.0,60,10.766014206788212,11489.31,0.522,1,Rural,1
LN100457,Male,Yes,0,Graduate,Self-Employed,,Retail,2.9,26191.0,20759.0,46950,149961.0,120,10.802055924454297,2048.95,0.044,1,Urban,1
LN101049,Male,Yes,3+,Graduate,Salaried,Banking,,6.6,67915.0,19442.0,87357,417320.0,240,10.11161000788922,4058.14,0.046,1,Semiurban,1
LN100967,Male,No,1,Graduate,Self-Employed,,Construction,16.6,32498.0,15185.0,47683,53069.0,240,10.307285950326536,522.98,0.011,1,Urban,1
LN100436,Male,Yes,0,Graduate,Salaried,Government,,1.0,44266.0,0.0,44266,392746.0,180,9.770374400485517,4165.47,0.094,0,Urban,0
LN100644,Male,No,2,Graduate,Self-Employed,,Retail,1.3,18974.0,0.0,18974,153223.0,60,9.639402286467384,3228.42,0.17,0,Semiurban,1
LN100953,Female,No,1,Graduate,Salaried,IT,,5.3,104904.0,33607.0,138511,496910.0,84,9.782971358886485,8193.68,0.059,1,Rural,1
LN101102,Female,Yes,0,Not Graduate,Salaried,Healthcare,,0.4,128987.0,0.0,128987,584746.0,360,8.944545333836155,4681.69,0.036,0,Semiurban,0
LN100404,Male,Yes,1,Graduate,Salaried,Banking,,0.0,98168.0,0.0,98168,376707.0,240,11.20785978685661,3941.76,0.04,0,Rural,0
LN101204,Male,Yes,0,Graduate,Salaried,Education,,4.3,16654.0,0.0,16654,821450.0,360,11.729754547682267,8279.05,0.497,1,Semiurban,1
LN100792,Male,Yes,3+,Graduate,Salaried,Retail,,0.7,23026.0,0.0,23026,50000.0,60,,1057.67,0.046,1,Semiurban,1
LN100842,Male,No,0,Graduate,Salaried,Education,,5.1,61891.0,0.0,61891,384822.0,60,10.390984232057804,8250.56,0.133,1,Urban,0
LN100104,Female,Yes,2,Graduate,Salaried,Healthcare,,2.8,105089.0,0.0,105089,,84,11.222096082432522,9907.12,0.094,1,Semiurban,1
LN100609,Male,Yes,1,Not Graduate,Salaried,Government,,3.7,46423.0,0.0,46423,50000.0,240,10.254104612368105,490.96,0.011,1,Urban,1
LN100705,Female,No,0,Not Graduate,Salaried,Education,,3.9,37552.0,0.0,37552,773140.0,120,11.918310647050562,11055.83,0.294,1,Rural,1
LN101024,Female,No,0,Graduate,Salaried,Manufacturing,,2.4,45046.0,0.0,45046,752208.0,240,10.033101551405295,7275.47,0.162,1,Semiurban,1
LN100062,Female,Yes,0,Graduate,Salaried,Government,,0.2,25875.0,0.0,25875,455507.0,60,8.659628548032984,9380.51,0.363,0,Rural,0
LN100281,Male,Yes,2,Graduate,,Manufacturing,,2.9,87278.0,22771.0,110049,408258.0,240,10.763144996573956,4148.38,0.038,0,Urban,0
LN100859,Male,No,1,Not Graduate,Self-Employed,,Construction,8.2,73955.0,25100.0,99055,1045119.0,60,9.062783193196166,21726.81,0.219,1,Semiurban,1
LN100238,Male,Yes,2,Graduate,Salaried,Manufacturing,,1.0,63926.0,0.0,63926,50000.0,60,12.459935022742991,1123.88,0.018,1,Semiurban,1
LN100223,Male,Yes,0,Not Graduate,Salaried,Banking,,3.8,112083.0,0.0,112083,1446929.0,84,10.054905484844618,24061.8,0.215,1,Semiurban,1
LN100145,Male,Yes,2,Graduate,Salaried,Healthcare,,22.7,15783.0,0.0,15783,383351.0,180,10.285316439014263,4186.68,0.265,1,Semiurban,1
LN101287,Male,Yes,1,Graduate,Salaried,Banking,,2.4,83144.0,0.0,83144,785728.0,120,11.983822694247491,11265.57,0.135,1,Rural,1
LN100373,Male,No,2,Graduate,Salaried,Government,,22.6,31984.0,22431.0,54415,359668.0,84,9.183567560266772,5820.29,0.107,1,Semiurban,1
LN100118,Female,Yes,2,Graduate,Salaried,Manufacturing,,14.8,67048.0,0.0,67048,601433.0,84,7.676196332278242,9277.33,0.138,1,Urban,1
LN101042,Male,Yes,0,Graduate,Salaried,Retail,,0.1,97470.0,0.0,97470,1951107.0,60,10.691842392248198,42122.56,0.432,1,Semiurban,1
LN100250,Male,No,1,Graduate,Salaried,Government,,1.1,83868.0,0.0,83868,741723.0,360,10.347509026292592,6700.42,0.08,0,Urban,0
LN101004,Female,No,0,Not Graduate,Salaried,Consulting,,5.1,54964.0,0.0,54964,687723.0,60,9.050788601166726,14292.96,0.26,0,Urban,1
LN100009,Male,No,0,Graduate,Salaried,Consulting,,3.5,57488.0,0.0,57488,90465.0,60,9.8458488077686,1915.26,0.033,1,Rural,1
LN100449,Male,Yes,0,Graduate,Salaried,Education,,2.9,22786.0,0.0,22786,570812.0,180,10.684747052875968,6375.28,0.28,0,Semiurban,1
LN100255,Male,Yes,1,Graduate,Salaried,Retail,,2.3,51310.0,0.0,51310,50000.0,240,11.226301764767946,523.82,0.01,0,Semiurban,0
LN100593,Male,Yes,0,Graduate,Self-Employed,,Services,6.2,78079.0,27582.0,105661,858697.0,84,10.77581532423844,14601.96,0.138,1,Rural,1
LN100389,Female,No,2,Graduate,Salaried,Government,,8.3,69655.0,0.0,69655,259920.0,120,8.503363326010968,3223.1,0.046,0,Urban,1
LN100814,Female,Yes,2,Graduate,Salaried,IT,,2.9,113796.0,0.0,113796,259353.0,60,7.0,5135.5,0.045,0,Semiurban,0
LN101108,Male,No,0,Graduate,Salaried,Education,,2.5,43350.0,0.0,43350,752026.0,84,10.40791088641081,12643.59,0.292,0,Rural,0
